Industry,Company Name,Symbol,Country,Sector,ISIN Number
Packaged Foods,Sow Good Inc.,SOWG,United States,Consumer Staples,US84612H1068
Specialty Retail,ZOOZ Power Ltd.,ZOOZ,Israel,Consumer Discretionary,IL0011741845
Software - Infrastructure,DigiAsia Corp.,FAAS,Indonesia,Technology,KYG276171025
Aerospace & Defense,"Servotronics, Inc.",SVT,United States,Industrials,US8177321002
Biotechnology,"BioAtla, Inc.",BCAB,United States,Healthcare,US09077B1044
Pollution & Treatment Controls,Decent Holding Inc.,DXST,,Industrials,
Specialty Business Services,"Nisun International Enterprise Development Group Co., Ltd",NISN,China,Industrials,VGG6593L1224
Software - Application,Baijiayun Group Ltd,RTC,China,Technology,KYG0704V1032
Communication Equipment,"AmpliTech Group, Inc.",AMPG,United States,Technology,US03211Q2003
Shell Companies,Aquaron Acquisition Corp.,AQU,United States,Financials,US03842W1053
Electronic Components,Emcore Corporation,EMKR,United States,Technology,US2908462037
Software - Application,NextPlat Corp,NXPL,United States,Technology,US68557F2092
Other,Founder Group Limited,FGL,Malaysia,Industrials,VGG3662E1051
Beverages - Wineries & Distilleries,"Willamette Valley Vineyards, Inc.",WVVI,United States,Consumer Staples,US9691361003
Medical Devices,IRIDEX Corporation,IRIX,United States,Healthcare,US4626841013
Software - Application,"Firefly Neuroscience, Inc.",AIFF,Canada,Technology,US3179701012
Medical Devices,Nortech Systems Incorporated,NSYS,United States,Healthcare,US6565531042
Biotechnology,"Omega Therapeutics, Inc.",OMGA,United States,Healthcare,US68217N1054
Electronic Components,Data I/O Corporation,DAIO,United States,Technology,US2376901029
Biotechnology,"NeurAxis, Inc.",NRXS,United States,Healthcare,US64134X2018
Insurance - Diversified,Fundamental Global Inc.,FGF,United States,Financials,US30329Y1064
Restaurants,Good Times Restaurants Inc.,GTIM,United States,Consumer Discretionary,US3821408792
Staffing & Employment Services,GEE Group Inc.,JOB,United States,Industrials,US36165A1025
Biotechnology,Alterity Therapeutics Limited,ATHE,Australia,Healthcare,US02155X2053
Biotechnology,"iBio, Inc.",IBIO,United States,Healthcare,US4510337086
Software - Application,CXApp Inc.,CXAI,United States,Technology,US23248B1098
Advertising Agencies,"Cheer Holding, Inc.",CHR,China,Communication Services,KYG399732042
Shell Companies,RF Acquisition Corp.,RFAC,Singapore,Financials,US74954L1044
Real Estate Services,American Strategic Investment Co.,NYC,United States,Real Estate,US6494393043
Biotechnology,"Curis, Inc.",CRIS,United States,Healthcare,US2312693094
Electronic Components,CPS Technologies Corporation,CPSH,United States,Technology,US12619F1049
"Furnishings, Fixtures & Appliances","Orion Energy Systems, Inc.",OESX,United States,Consumer Discretionary,US6862751087
Health Information Services,DarioHealth Corp.,DRIO,United States,Healthcare,US23725P2092
Software - Application,"Creative Realities, Inc.",CREX,United States,Technology,US22530J3095
Drug Manufacturers - Specialty & Generic,Gelteq Limited,GELS,Australia,Healthcare,
Education & Training Services,ATA Creativity Global,AACG,China,Consumer Staples,US00211V1061
Banks - Regional,Kentucky First Federal Bancorp,KFFB,United States,Financials,US4912921081
Communication Equipment,UTStarcom Holdings Corp.,UTSI,China,Technology,KYG9310A1224
Specialty Business Services,Primech Holdings Ltd.,PMEC,Singapore,Industrials,SGXZ14489751
Other Industrial Metals & Mining,Snow Lake Resources Ltd.,LITM,Canada,Materials,CA83336J2083
Marine Shipping,Castor Maritime Inc.,CTRM,Cyprus,Industrials,MHY1146L1258
Drug Manufacturers - Specialty & Generic,DURECT Corporation,DRRX,United States,Healthcare,US2666055007
Internet Content & Information,Phoenix New Media Limited,FENG,China,Communication Services,US71910C2026
Computer Hardware,AGM Group Holdings Inc.,AGMH,Hong Kong,Technology,VGG0132V1058
Business Equipment & Supplies,Eshallgo Inc.,EHGO,China,Industrials,KYG3121H1039
Biotechnology,"Pulmatrix, Inc.",PULM,United States,Healthcare,US74584P3010
Biotechnology,"IGC Pharma, Inc.",IGC,United States,Healthcare,US45408X3089
Biotechnology,LAVA Therapeutics N.V.,LVTX,Netherlands,Healthcare,NL0015000AG6
Farm Products,Davis Commodities Limited,DTCK,Singapore,Consumer Staples,KYG2677P1054
Semiconductor Equipment & Materials,Trio-Tech International,TRT,United States,Technology,US8967122057
Packaged Foods,"Natural Alternatives International, Inc.",NAII,United States,Consumer Staples,US6388423021
Medical Instruments & Supplies,"NEXGEL, Inc.",NXGL,United States,Healthcare,US65344E1073
Auto Parts,SAG Holdings Limited,SAG,Singapore,Consumer Discretionary,KYG7776G1047
Gold,Paramount Gold Nevada Corp.,PZG,United States,Materials,US69924M1099
Health Information Services,"VSee Health, Inc.",VSEE,United States,Healthcare,US92919Y1029
Biotechnology,"Citius Pharmaceuticals, Inc.",CTXR,United States,Healthcare,US17322U2078
Medical Devices,"Co-Diagnostics, Inc.",CODX,United States,Healthcare,US1897631057
Aerospace & Defense,"Sidus Space, Inc.",SIDU,United States,Industrials,US8261652015
Biotechnology,"Leap Therapeutics, Inc.",LPTX,United States,Healthcare,US52187K2006
Biotechnology,Pluri Inc.,PLUR,Israel,Healthcare,US72942G1040
Biotechnology,Enlivex Therapeutics Ltd.,ENLV,Israel,Healthcare,IL0011319527
Waste Management,ESGL Holdings Limited,ESGL,Singapore,Industrials,KYG3R95P1087
Solar,"Turbo Energy, S.A.",TURB,Spain,Technology,US8999241040
Biotechnology,Lipocine Inc.,LPCN,United States,Healthcare,US53630X2036
Integrated Freight & Logistics,Hong Kong Pharma Digital Technology Holdings Limited,HKPD,Hong Kong,Industrials,KYG6365B1041
Farm & Heavy Construction Machinery,"Xos, Inc.",XOS,United States,Industrials,US98423B3069
Security & Protection Services,SuperCom Ltd.,SPCB,Israel,Industrials,IL0010830961
Internet Content & Information,"Giftify, Inc.",GIFT,United States,Communication Services,US74940T1043
Oil & Gas Exploration & Production,"CKX Lands, Inc.",CKX,United States,Energy,US12562N1046
Oil & Gas Exploration & Production,Mexco Energy Corporation,MXC,United States,Energy,US5927701012
Biotechnology,NeuroSense Therapeutics Ltd.,NRSN,Israel,Healthcare,IL0011809592
Medical Instruments & Supplies,"Retractable Technologies, Inc.",RVP,United States,Healthcare,US76129W1053
Medical Instruments & Supplies,Femasys Inc.,FEMY,United States,Healthcare,US31447E1055
Internet Retail,iPower Inc.,IPW,United States,Consumer Discretionary,US46265P1075
Insurance Brokers,AIX Inc.,AIFU,China,Financials,US30712A1034
Biotechnology,Longeveron Inc.,LGVN,United States,Healthcare,US54303L1044
Biotechnology,"Equillium, Inc.",EQ,United States,Healthcare,US29446K1060
Medical Devices,Trinity Biotech plc,TRIB,Ireland,Healthcare,US8964385046
Biotechnology,HOOKIPA Pharma Inc.,HOOK,United States,Healthcare,US43906K1007
Specialty Industrial Machinery,CVD Equipment Corporation,CVV,United States,Industrials,US1266011030
Electronic Components,Maris-Tech Ltd.,MTEK,Israel,Technology,IL0011789042
Farm & Heavy Construction Machinery,GreenPower Motor Company Inc.,GP,Canada,Industrials,CA39540E3023
Electrical Equipment & Parts,"Sunrise New Energy Co., Ltd.",EPOW,China,Industrials,KYG3932F1063
Steel,"Huadi International Group Co., Ltd.",HUDI,China,Materials,KYG4645E1052
Capital Markets,Solowin Holdings,SWIN,Hong Kong,Financials,KYG827591044
Biotechnology,"Coeptis Therapeutics Holdings, Inc.",COEP,United States,Healthcare,US19207A1088
Biotechnology,Allakos Inc.,ALLK,United States,Healthcare,US01671P1003
Software - Application,"ConnectM Technology Solutions, Inc.",CNTM,United States,Technology,US2079441091
Engineering & Construction,Primega Group Holdings Limited,PGHL,Hong Kong,Industrials,
Software - Application,"Smith Micro Software, Inc.",SMSI,United States,Technology,US8321542073
Software - Infrastructure,HUB Cyber Security Ltd.,HUBC,Israel,Technology,IL0012007329
Auto Manufacturers,Workhorse Group Inc.,WKHS,United States,Consumer Discretionary,US98138J2069
Drug Manufacturers - Specialty & Generic,"Cyclo Therapeutics, Inc.",CYTH,United States,Healthcare,US23254X2018
Restaurants,Pinstripes Holdings Inc.,PNST,United States,Consumer Discretionary,US06690B1070
Biotechnology,Eterna Therapeutics Inc.,ERNA,United States,Healthcare,US1140822099
Aerospace & Defense,"SIFCO Industries, Inc.",SIF,United States,Industrials,US8265461033
Household & Personal Products,Raytech Holding Limited,RAY,Hong Kong,Consumer Staples,VGG7385S1011
Biotechnology,"Lisata Therapeutics, Inc.",LSTA,United States,Healthcare,US1280583022
Other Industrial Metals & Mining,Electra Battery Materials Corporation,ELBM,Canada,Materials,CA28474P2017
Biotechnology,"NextCure, Inc.",NXTC,United States,Healthcare,US65343E1082
Biotechnology,"Marker Therapeutics, Inc.",MRKR,United States,Healthcare,US57055L2060
Real Estate - Development,"Lead Real Estate Co., Ltd",LRE,Japan,Real Estate,US52168R1095
Food Distribution,"Mannatech, Incorporated",MTEX,United States,Consumer Staples,US5637712036
Biotechnology,Sol-Gel Technologies Ltd.,SLGL,Israel,Healthcare,IL0011417206
Biotechnology,"Traws Pharma, Inc.",TRAW,United States,Healthcare,US68232V8019
Internet Retail,Oriental Culture Holding LTD,OCG,Hong Kong,Consumer Discretionary,KYG6796W1151
Biotechnology,"Cara Therapeutics, Inc.",CARA,United States,Healthcare,US1407551092
Aerospace & Defense,New Horizon Aircraft Ltd.,HOVR,Canada,Industrials,CA64550A1075
Grocery Stores,Maison Solutions Inc.,MSS,United States,Consumer Staples,US5606671072
Specialty Industrial Machinery,"Clean Energy Technologies, Inc.",CETY,United States,Industrials,US18452H2067
Biotechnology,"MiNK Therapeutics, Inc.",INKT,United States,Healthcare,US6036931029
Entertainment,Kartoon Studios Inc.,TOON,United States,Communication Services,US37229T5092
Entertainment,Kuke Music Holding Limited,KUKE,China,Communication Services,US5012291085
Marine Shipping,Performance Shipping Inc.,PSHG,Greece,Industrials,MHY673051543
Communication Equipment,Silynxcom Ltd.,SYNX,Israel,Technology,IL0011990749
Biotechnology,"NKGen Biotech, Inc.",NKGN,United States,Healthcare,US65488A1016
Biotechnology,BioLineRx Ltd.,BLRX,Israel,Healthcare,US09071M2052
Banks - Regional,"SHF Holdings, Inc.",SHFS,United States,Financials,US8244301029
Communication Equipment,B.O.S. Better Online Solutions Ltd.,BOSC,Israel,Technology,IL0010828171
Biotechnology,"Tenax Therapeutics, Inc.",TENX,United States,Healthcare,US88032L6056
Biotechnology,"Aprea Therapeutics, Inc.",APRE,United States,Healthcare,US03836J2015
Biotechnology,"Palatin Technologies, Inc.",PTN,United States,Healthcare,US6960775020
Education & Training Services,Four Seasons Education (Cayman) Inc.,FEDU,China,Consumer Staples,US35101A3095
Lumber & Wood Production,Nature Wood Group Limited,NWGL,Macau,Materials,US63903R1068
Farm Products,S&W Seed Company,SANW,United States,Consumer Staples,US7851351046
Biotechnology,"Carisma Therapeutics, Inc.",CARM,United States,Healthcare,US14216R1014
Biotechnology,"Senti Biosciences, Inc.",SNTI,United States,Healthcare,US81726A1007
Oil & Gas Integrated,Sky Quarry Inc.,SKYQ,United States,Energy,US83087C2044
,Real Messenger Corporation,RMSG,,,
Consumer Electronics,Foxx Development Holdings Inc.,FOXX,United States,Technology,US3516651045
Farm Products,Local Bounti Corporation,LOCL,United States,Consumer Staples,US53960E2054
Packaging & Containers,Millennium Group International Holdings Limited,MGIH,Hong Kong,Consumer Discretionary,KYG6169A1040
Home Improvement Retail,"Kirkland's, Inc.",KIRK,United States,Consumer Discretionary,US4974981056
Internet Retail,MOGU Inc.,MOGU,China,Consumer Discretionary,US6080123085
Agricultural Inputs,Enlightify Inc.,ENFY,China,Materials,US16943W2044
Packaged Foods,"Coffee Holding Co., Inc.",JVA,United States,Consumer Staples,US1921761052
Biotechnology,"Cocrystal Pharma, Inc.",COCP,United States,Healthcare,US19188J4094
Internet Retail,"LightInTheBox Holding Co., Ltd.",LITB,Singapore,Consumer Discretionary,US53225G1022
Software - Application,EZFill Holdings Inc.,EZFL,United States,Technology,US3023143072
Real Estate Services,"Gyrodyne, LLC",GYRO,United States,Real Estate,US4038291047
Biotechnology,"Athira Pharma, Inc.",ATHA,United States,Healthcare,US04746L1044
Biotechnology,"Dogwood Therapeutics, Inc.",DWTX,United States,Healthcare,US92829J2033
Internet Content & Information,Starbox Group Holdings Ltd.,STBX,Malaysia,Communication Services,KYG8437S1158
Medical Care Facilities,American Shared Hospital Services,AMS,United States,Healthcare,US0295951059
Oil & Gas Exploration & Production,Houston American Energy Corp.,HUSA,United States,Energy,US44183U2096
Credit Services,"Mill City Ventures III, Ltd.",MCVT,United States,Financials,US59982U2006
Medical Devices,"Vivos Therapeutics, Inc.",VVOS,United States,Healthcare,US92859E2072
Biotechnology,PolyPid Ltd.,PYPD,Israel,Healthcare,IL0011326795
Biotechnology,"IN8bio, Inc.",INAB,United States,Healthcare,US45674E1091
Health Information Services,"Bullfrog AI Holdings, Inc.",BFRG,United States,Healthcare,US12021E1091
Biotechnology,Impact BioMedical Inc.,IBO,United States,Healthcare,US45259L2051
Capital Markets,Sphere 3D Corp.,ANY,United States,Financials,CA84841L4073
Biotechnology,"Cardio Diagnostics Holdings, Inc.",CDIO,United States,Healthcare,US14159C1036
Drug Manufacturers - General,"MIRA Pharmaceuticals, Inc.",MIRA,United States,Healthcare,US60458C1045
Software - Infrastructure,MicroAlgo Inc.,MLGO,China,Technology,KYG6077Y1035
Electrical Equipment & Parts,CCSC Technology International Holdings Limited,CCTG,Hong Kong,Industrials,KYG1993R1002
Software - Application,Santech Holdings Limited,STEC,China,Technology,
Aerospace & Defense,Draganfly Inc.,DPRO,Canada,Industrials,CA26142Q2053
Advertising Agencies,"Stran & Company, Inc.",SWAG,United States,Communication Services,US86260J1025
Biotechnology,"MEI Pharma, Inc.",MEIP,United States,Healthcare,US55279B3015
Biotechnology,"SAB Biotherapeutics, Inc.",SABS,United States,Healthcare,US78397T2024
Auto Parts,Foresight Autonomous Holdings Ltd.,FRSX,Israel,Consumer Discretionary,US3455232039
Specialty Retail,NaaS Technology Inc.,NAAS,China,Consumer Discretionary,US62955X1028
Biotechnology,"Kairos Pharma, Ltd.",KAPA,United States,Healthcare,US48301N1046
Real Estate Services,Wetouch Technology Inc.,WETH,China,Real Estate,US9618811098
Biotechnology,"Bolt Biotherapeutics, Inc.",BOLT,United States,Healthcare,US0977021049
Real Estate Services,Altisource Portfolio Solutions S.A.,ASPS,Luxembourg,Real Estate,LU0445408270
Staffing & Employment Services,Galaxy Payroll Group Limited,GLXG,Hong Kong,Industrials,VGG376921034
Specialty Business Services,Samfine Creation Holdings Group Limited,SFHG,Hong Kong,Industrials,
Aerospace & Defense,ParaZero Technologies Ltd.,PRZO,Israel,Industrials,IL0011857013
Staffing & Employment Services,Click Holdings Limited,CLIK,VG,Industrials,VGG2R09D1024
Medical Care Facilities,Concord Medical Services Holdings Limited,CCM,China,Healthcare,US2062771058
Biotechnology,"Minerva Neurosciences, Inc.",NERV,United States,Healthcare,US6033802058
Biotechnology,CervoMed Inc.,CRVO,United States,Healthcare,US15713L1098
Information Technology Services,SAIHEAT Limited,SAIH,Singapore,Technology,KYG7852T1031
Medical Devices,Allurion Technologies Inc.,ALUR,United States,Healthcare,US02008G1022
Real Estate Services,XChange TEC.INC,XHG,China,Real Estate,US74738J3005
Communication Equipment,Mobilicom Limited,MOB,Israel,Technology,US60742B1026
Real Estate Services,Fangdd Network Group Ltd.,DUO,China,Real Estate,US30712L3078
Packaging & Containers,Yunhong Green CTI Ltd.,YHGJ,United States,Consumer Discretionary,US98873Q1004
Software - Infrastructure,"Bridgeline Digital, Inc.",BLIN,United States,Technology,US10807Q7007
Aerospace & Defense,Momentus Inc.,MNTS,United States,Industrials,US60879E2000
Oil & Gas Exploration & Production,"Barnwell Industries, Inc.",BRN,United States,Energy,US0682211000
Advertising Agencies,"Direct Digital Holdings, Inc.",DRCT,United States,Communication Services,US25461T1051
Information Technology Services,JIADE Limited,JDZG,China,Technology,KYG7396L1032
Medical Devices,Inspira Technologies Oxy B.H.N. Ltd.,IINN,Israel,Healthcare,IL0011715781
Auto & Truck Dealerships,"Jiuzi Holdings, Inc.",JZXN,China,Consumer Discretionary,KYG514001281
Biotechnology,"GeoVax Labs, Inc.",GOVX,United States,Healthcare,US3736786068
Information Technology Services,9F Inc.,JFU,China,Technology,US65442R2085
Conglomerates,Planet Green Holdings Corp.,PLAG,United States,Industrials,US72703U1025
Medical Instruments & Supplies,"Nephros, Inc.",NEPH,United States,Healthcare,US6406714005
Other Industrial Metals & Mining,"Odyssey Marine Exploration, Inc.",OMEX,United States,Materials,US6761182012
Asset Management,"Equus Total Return, Inc.",EQS,United States,Financials,US2947661003
Capital Markets,"Gryphon Digital Mining, Inc.",GRYP,United States,Financials,US4005101039
Capital Markets,"Soluna Holdings, Inc.",SLNH,United States,Financials,US5835433013
Biotechnology,ImmunoPrecise Antibodies Ltd.,IPA,Canada,Healthcare,CA45257F2008
Electronic Gaming & Multimedia,GigaMedia Limited,GIGM,Taiwan,Communication Services,SG9999014831
Scientific & Technical Instruments,"Electro-Sensors, Inc.",ELSE,United States,Technology,US2852331022
Capital Markets,Greenidge Generation Holdings Inc.,GREE,United States,Financials,US39531G3083
Capital Markets,Abits Group Inc.,ABTS,Hong Kong,Financials,VGG6S34K1052
Pollution & Treatment Controls,"TOMI Environmental Solutions, Inc.",TOMZ,United States,Industrials,US8900232039
Software - Application,Intelligent Protection Management Corp.,IPM,United States,Technology,US69764K1060
REIT - Diversified,"Medalist Diversified REIT, Inc.",MDRR,United States,Real Estate,US58403P3038
Health Information Services,"Streamline Health Solutions, Inc.",STRM,United States,Healthcare,US86323X1063
Biotechnology,"BioXcel Therapeutics, Inc.",BTAI,United States,Healthcare,US09075P1057
Biotechnology,MetaVia Inc.,MTVA,United States,Healthcare,US64132R4048
Software - Infrastructure,"Brand Engagement Network, Inc.",BNAI,United States,Technology,US1049321086
Pollution & Treatment Controls,DevvStream Corp.,DEVS,Canada,Industrials,CA2519361000
Advertising Agencies,Star Fashion Culture Holdings Limited,STFS,China,Communication Services,KYG8437Q1010
Biotechnology,Affimed N.V.,AFMD,Germany,Healthcare,NL0015001ZQ0
Integrated Freight & Logistics,Lakeside Holding Limited,LSH,United States,Industrials,US51216F1093
Other Industrial Metals & Mining,Foremost Clean Energy Ltd.,FMST,Canada,Materials,CA3455102002
Farm Products,Sadot Group Inc.,SDOT,United States,Consumer Staples,US6273331073
